gene_symbol	hgnc_id	gene_name	panel_count	green_panel_count	panel_ids	panel_names	modes_of_inheritance	phenotypes	has_panelapp_green_support
CYP27A1	HGNC:2605	cytochrome P450 family 27 subfamily A member 1	18	12	20;42;85;165;192;230;249;285;307;385;402;486;488;490;496;568;847;1220	Bilateral congenital or childhood onset cataracts;Childhood onset dystonia, chorea or related movement disorder;Childhood onset hereditary spastic paraplegia;Childhood onset leukodystrophy;Early onset dystonia;Early onset or syndromic epilepsy;Glaucoma (developmental);Hereditary ataxia;Hereditary ataxia and cerebellar anomalies - childhood onset;Hereditary neuropathy;Hereditary spastic paraplegia;Hypotonic infant;Inherited white matter disorders;Intellectual disability;Neonatal cholestasis;Paediatric disorders;Retinal disorders;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal;Unknown	Adolescent-onset progressive ataxia, myelopathy and dementia, cataracts, low cholesterol, atherosclerosis, xanthomas, soft palate myoclonus, intractable infantile-onset diarrhoea, cerebral white matter lesions on MRI, sensory to motor axonal neuropathy;Cerebrotendinous xanthomatosis;Cerebrotendinous xanthomatosis  213700;Cerebrotendinous xanthomatosis, 213700;Cerebrotendinous xanthomatosis, CTX, 213700;Dystonia;Eye Disorders;General Leukodystrophy & Mitochondrial Leukoencephalopathy;SNCV described in a minority of patients;Severe neonatal cholestasis;photosensitive epilepsy;progressive lower extremity spasticity,often disproportionate to any degree of weakness;seizures	TRUE
CC2D2A	HGNC:29253	coiled-coil and C2 domain containing 2A	16	12	101;150;156;249;285;307;385;402;478;486;488;490;496;678;847;1220	Childhood onset dystonia, chorea or related movement disorder;Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Fetal anomalies;Glaucoma (developmental);Hereditary ataxia and cerebellar anomalies - childhood onset;Hypotonic infant;Intellectual disability;Neonatal cholestasis;Paediatric disorders;Rare multisystem ciliopathy disorders;Retinal disorders;Unexplained death in infancy and sudden unexplained death in childhood;Unexplained kidney failure in young people;Unexplained young onset end-stage renal disease;VACTERL-like phenotypes	BIALLELIC, autosomal or pseudoautosomal	COACH SYNDROME;COACH SYNDROME 216360;COACH syndrome;COACH syndrome 216360;COACH syndrome, 216360;Ciliopathy genes associated with cystic kidney disease;Eye Disorders;JOUBERT SYNDROME 9;JOUBERT SYNDROME 9 612285;Joubert syndrome 9;Joubert syndrome 9 612285;Joubert syndrome 9, 612285;Joubert syndrome 9, 612285Meckel syndrome 6, 612284COACH syndrome, 216360;Joubert syndrome with oculorenal defect;MECKEL SYNDROME, TYPE 6;MECKEL SYNDROME, TYPE 6 612284;MKS6;Meckel syndrome;Meckel syndrome 6;Meckel syndrome 6 612284;Meckel syndrome 6, 612284;Meckel-Gruber syndrome;Polydactyly	TRUE
BCS1L	HGNC:1020	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone	15	12	42;126;180;285;385;402;478;486;490;496;532;749;847;1217;1220	Childhood onset dystonia, chorea or related movement disorder;Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Fetal anomalies;Hypotonic infant;Inherited white matter disorders;Intellectual disability;Mitochondrial liver disease, including transient infantile liver failure;Monogenic hearing loss;Neonatal cholestasis;Paediatric disorders;Paediatric or syndromic cardiomyopathy;Paediatric pseudo-obstruction syndrome;Structural basal ganglia disorders;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal	#124000:Mitochondrial complex III deficiency, nuclear type 1;#256000:Leigh syndrome;#262000:Bjornstad syndrome;#603358:GRACILE syndrome;Bjornstad syndrome, 262000;Cholestasis;Complex III (Mitochondrial respiratory chain disorders (caused by nuclear variants only), OXPHOS assembly factors);GRACILE SYNDROME;GRACILE SYNDROME 603358;GRACILE syndrome;GRACILE syndrome 603358;GRACILE syndrome, 603358;Isolated complex III deficiency;Leigh syndrome 256000;Leigh syndrome, 256000;Mitochondrial Diseases;Mitochondrial Leukoencephalopathy;Mitochondrial Respiratory Chain Complex III Deficiency;Mitochondrial complex III deficiency, nuclear type 1 124000;Mitochondrial complex III deficiency, nuclear type 1, 124000;Mitochondrial complex III deficiency, nuclear type 1, OMIM:124000;Mitochondrial complex III disorders	TRUE
FKTN	HGNC:3622	fukutin	15	12	25;85;207;230;285;286;402;478;486;488;490;496;749;847;1220	Bilateral congenital or childhood onset cataracts;Cerebellar hypoplasia;Childhood onset dystonia, chorea or related movement disorder;Childhood onset leukodystrophy;Congenital disorders of glycosylation;Congenital muscular dystrophy;Early onset or syndromic epilepsy;Fetal anomalies;Hereditary ataxia and cerebellar anomalies - childhood onset;Hereditary neuropathy;Hypotonic infant;Intellectual disability;Paediatric disorders;Paediatric or syndromic cardiomyopathy;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal	CARDIOMYOPATHY DILATED TYPE 1X;CARDIOMYOPATHY DILATED TYPE 1X 611615;Cardiomyopathy;Cardiomyopathy, dilated, 1X;Cardiomyopathy, dilated, 1X, 611615;Confirmed DD gene for Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies) type A4;Dilated Cardiomyopathy, Recessive;Fukutin deficiency (Disorders of protein O-glycosylation,  O-mannosylglycan synthesis deficiencies);Fukuyama Congenital Muscular Dystrophy;Fukuyama congenital muscular dystrophy;Limb-girdle muscular dystrophy;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH BRAIN AND EYE ANOMALIES TYPE A4;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH BRAIN AND EYE ANOMALIES TYPE A4 253800;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITHOUT MENTAL RETARDATION TYPE B4;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITHOUT MENTAL RETARDATION TYPE B4 (MDDGB4);MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITHOUT MENTAL RETARDATION TYPE B4 613152;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY LIMB-GIRDLE TYPE C4;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY LIMB-GIRDLE TYPE C4 611588;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4	253800;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4  253800;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4 253800;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4, 253800;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4, 253800Muscular dystrophy-dystroglycanopathy (congenital without mental retardation), type B, 4, 613152Cardiomyopathy, dilated, 1X, 611615Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 4, 611588;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4, OMIM:253800;Muscular dystrophy-dystroglycanopathy (congenital without impaired intellectual development), type B, 4, OMIM:613152;Muscular dystrophy-dystroglycanopathy (congenital without mental retardation), type B, 4 613152;Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 4 611588;Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 4, 611588;Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 4, OMIM:611588;Muscular dystrophy-dystroglycanopathy (with brain and eye anomalies), 253800;Muscular dystrophy-dystroglycanopathy (without mental retardation), 613152;Walker-warburg syndrome or muscle-eye-brain disease;seizures	TRUE
FLVCR1	HGNC:24682	feline leukemia virus subgroup C cellular receptor 1	15	12	20;85;249;285;288;307;402;478;486;488;490;496;568;847;1220	Childhood onset dystonia, chorea or related movement disorder;Childhood onset hereditary spastic paraplegia;Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Fetal anomalies;Glaucoma (developmental);Hereditary ataxia;Hereditary ataxia and cerebellar anomalies - childhood onset;Hereditary neuropathy;Hypotonic infant;Intellectual disability;Paediatric disorders;Pain syndromes;Retinal disorders;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal	ATAXIA, POSTERIOR COLUMN, WITH RETINITIS PIGMENTOSA 609033;Ataxia, posterior column, with retinitis pigmentosa,;Ataxia, posterior column, with retinitis pigmentosa, 609033;Eye Disorders;Neurodevelopmental disorder with microcephaly, absent speech, and hypotonia, OMIM:621060;Posterior Column Ataxia with Retinitis Pigmentosa;Retinitis pigmentosa, sensory ganglionopathy and abnormal posterior columns on MRI;Retinopathy-sensory neuropathy syndrome, OMIM:609033;dysautonomia;insensitivity to pain;joint hypermobility;neurodevelopmental delay;neurodevelopmental disorder with microcephaly, absent speech, and hypotonia, MONDO:0976126;posterior column ataxia-retinitis pigmentosa syndrome, MONDO:0012177;scoliosis	TRUE
TREX1	HGNC:12269	three prime repair exonuclease 1	15	12	42;192;239;285;307;315;398;402;478;486;490;496;749;847;1220	Childhood onset dystonia, chorea or related movement disorder;Childhood onset leukodystrophy;Early onset dystonia;Early onset or syndromic epilepsy;Fetal anomalies;Hypotonic infant;Inherited white matter disorders;Intellectual disability;Intracerebral calcification disorders;Juvenile dermatomyositis;Paediatric disorders;Paediatric or syndromic cardiomyopathy;Primary immunodeficiency or monogenic inflammatory bowel disease;Retinal disorders;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal;BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal;BOTH monoallelic and biallelic, autosomal or pseudoautosomal;MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	(Disorders of nucleotide metabolism,  Aicardi-Gouti res Syndrome) AGS1;AICARDI-GOUTIERES SYNDROME 1, DOMINANT AND RECESSIVE;AICARDI-GOUTIERES SYNDROME 1, DOMINANT AND RECESSIVE 225750;Aicardi Goutieres Syndrome;Aicardi-Gouti res syndrome, isolated chilblains, lupus-like disease, retinal vasculopathy with cerebral leukodystrophy;Aicardi-Goutieres syndrome 1, MONDO:0009165;Aicardi-Goutieres syndrome 1, dominant and recessive;Aicardi-Goutieres syndrome 1, dominant and recessive	225750;Aicardi-Goutieres syndrome 1, dominant and recessive 225750;Aicardi-Goutieres syndrome 1, dominant and recessive, 225750;Aicardi-Goutieres syndrome 1, dominant and recessive, 225750Chilblain lupus, 610448Vasculopathy, retinal, with cerebral leukodystrophy, 192315{Systemic lupus erythematosus, susceptibility to}, 152700;Aicardi-Goutieres syndrome 1, dominant and recessive, OMIM:225750;Aicardi-Goutières syndrome, isolated chilblains, lupus-like disease, retinal vasculopathy with cerebral leukodystrophy;Autoinflammatory Disorders;Classical AGS, SLE, FCL;Dystonia;Familial cerebral small vessel disease;General Leukodystrophy & Mitochondrial Leukoencephalopathy;Inherited white matter disorders;Intellectual disability;Intracerebral calcification disorders;Type 1 interferonopathies;Vasculopathy, retinal, with cerebral leukodystrophy 192315;Vasculopathy, retinal, with cerebral leukodystrophy, 192315;Vasculopathy, retinal, with cerebral leukoencephalopathy and systemic manifestations, OMIM:192315;cardiomyopathy, MONDO:0004994;seizures;{Systemic lupus erythematosus, susceptibility to}, 152700	TRUE
MMACHC	HGNC:24525	methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria	14	12	20;85;285;307;402;478;486;488;490;496;678;749;847;1220	Childhood onset dystonia, chorea or related movement disorder;Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Fetal anomalies;Hereditary ataxia;Hereditary ataxia and cerebellar anomalies - childhood onset;Hereditary neuropathy;Hypotonic infant;Intellectual disability;Paediatric disorders;Paediatric or syndromic cardiomyopathy;Retinal disorders;Unexplained death in infancy and sudden unexplained death in childhood;Unexplained young onset end-stage renal disease	BIALLELIC, autosomal or pseudoautosomal	Ataxia and hypogonadism;DCM;Dehydration, hepatomegaly, lethargy, coma, acidosis, high anion gap;Hypertrophic-hypocontractile cardiomyopathy;METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, CBLC TYPE;METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, CBLC TYPE 277400;Methylmalonic aciduria;Methylmalonic aciduria and homocystinuria, cblC type,	277400;Methylmalonic aciduria and homocystinuria, cblC type, 277400;Methylmalonic aciduria and homocystinuria, cblC type, OMIM:277400, MONDO:0010184;Onset infancy to adulthood;thrombotic thrombocytopenia with encephalopathy, myelopathy, renal and pulmonary complications (can be life threatening), retinitis pigmentosa, axonal motor neuropathy. Treated with high dose vitamin B12	TRUE
OFD1	HGNC:2567	OFD1, centriole and centriolar satellite protein	14	12	38;150;156;249;251;285;307;478;486;488;490;496;678;847	Beckwith-Wiedemann syndrome (BWS) and other congenital overgrowth disorders;Childhood onset dystonia, chorea or related movement disorder;Childhood onset leukodystrophy;Deafness and congenital structural abnormalities;Fetal anomalies;Glaucoma (developmental);Hereditary ataxia and cerebellar anomalies - childhood onset;Hypotonic infant;Intellectual disability;Paediatric disorders;Rare multisystem ciliopathy disorders;Retinal disorders;Unexplained kidney failure in young people;Unexplained young onset end-stage renal disease	X-LINKED: hemizygous mutation in males, biallelic mutations in females;X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	?Retinitis pigmentosa 23, 300424Joubert syndrome 10, 300804Orofaciodigital syndrome I, 311200Simpson-Golabi-Behmel syndrome, type 2, 300209;Eye Disorders;JOUBERT SYNDROME TYPE 10;JOUBERT SYNDROME TYPE 10 300804;Joubert syndrome  10;Joubert syndrome 10;Joubert syndrome 10 300804;Joubert syndrome 10, 300804;OFD1;ORAL-FACIAL-DIGITAL SYNDROME TYPE 1;ORAL-FACIAL-DIGITAL SYNDROME TYPE 1 (OFD1);ORAL-FACIAL-DIGITAL SYNDROME TYPE 1 311200;OROFACIODIGITAL SYNDROME I;Oral-facial-digital syndrome 1, 311200;Oral-facial-digital syndrome 1, 311200Simpson-Golabi-Behmel syndrome, type 2, 300209Joubert syndrome 10, 300804;Orofaciodigital syndrome I;Orofaciodigital syndrome I 311200 XLD;Orofaciodigital syndrome type 1, 311200;Polydactyly;Retinitis pigmentosa;SIMPSON-GOLABI-BEHMEL SYNDROME TYPE 2;SIMPSON-GOLABI-BEHMEL SYNDROME TYPE 2 300209;Simpson-Golabi-Behmel syndrome, type 2 300209 XLR;Simpson-Golabi-Behmel syndrome, type 2, 300209;X-linked Joubert syndrome	TRUE
PEX6	HGNC:8859	peroxisomal biogenesis factor 6	14	12	42;144;230;285;307;385;402;478;486;488;490;496;847;1220	Bilateral congenital or childhood onset cataracts;Childhood onset dystonia, chorea or related movement disorder;Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Fetal anomalies;Fetal hydrops;Hereditary ataxia and cerebellar anomalies - childhood onset;Hypotonic infant;Inherited white matter disorders;Intellectual disability;Neonatal cholestasis;Paediatric disorders;Retinal disorders;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal;BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Heimler syndrome 2, OMIM:616617;MONDO:0014709;Peroxisome biogenesis disorder 4A (Zellweger) 614862;Peroxisome biogenesis disorder 4A (Zellweger) OMIM:614862;Peroxisome biogenesis disorder 4A (Zellweger), OMIM:614862;Peroxisome biogenesis disorder 4B 614863;Peroxisome biogenesis disorder 4B OMIM:614863;Peroxisome biogenesis disorder 4B, OMIM:614863;peroxisome biogenesis disorder 4A (Zellweger) MONDO:0013930;peroxisome biogenesis disorder 4B MONDO:0013931	TRUE
PLA2G6	HGNC:9039	phospholipase A2 group VI	14	12	20;39;180;192;285;402;478;486;488;490;496;546;847;1220	Childhood onset dystonia, chorea or related movement disorder;Childhood onset leukodystrophy;Early onset dystonia;Early onset or syndromic epilepsy;Fetal anomalies;Hereditary ataxia;Hereditary ataxia and cerebellar anomalies - childhood onset;Hypotonic infant;Intellectual disability;Paediatric disorders;Parkinson Disease and Complex Parkinsonism;Severe insulin resistance and lipodystrophy syndromes;Structural basal ganglia disorders;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal	Early Onset Complex Disease;INFANTILE NEUROAXONAL DYSTROPHY 1;INFANTILE NEUROAXONAL DYSTROPHY 1, OMIM:256600;Infantile neuroaxonal dystrophy 1;Infantile neuroaxonal dystrophy 1	256600;Infantile neuroaxonal dystrophy 1 (#256600);Infantile neuroaxonal dystrophy 1 256600;Infantile neuroaxonal dystrophy 1, 256600;Infantile neuroaxonal dystrophy 1, 256600Neurodegeneration with brain iron accumulation 2B, 610217Parkinson disease 14, 612953;Infantile neuroaxonal dystrophy 1, OMIM:256600;NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 2B;Neurodegeneration with brain iron accumulation 2B	610217;Neurodegeneration with brain iron accumulation 2B (#610217);Neurodegeneration with brain iron accumulation 2B 610217;Neurodegeneration with brain iron accumulation 2B, 610217;Neurodegeneration with brain iron accumulation 2B, OMIM:610217;PLA2G6-associated neurodegeneration;Parkinson disease 14 (#612953);Parkinson disease 14, 612953;Parkinson disease 14, autosomal recessive	612953;Parkinson disease 14, autosomal recessive 612953;Parkinson disease 14, autosomal recessive, OMIM:612953;autosomal recessive Parkinson disease 14 MONDO:0013060;autosomal recessive Parkinson disease 14, MONDO:0013060;neurodegeneration with brain iron accumulation 2A, MONDO:0024457;neurodegeneration with brain iron accumulation 2B, MONDO:0012444;none	TRUE
POMGNT1	HGNC:19139	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)	14	12	25;207;230;285;286;307;402;478;486;488;490;496;847;1220	Bilateral congenital or childhood onset cataracts;Cerebellar hypoplasia;Childhood onset dystonia, chorea or related movement disorder;Childhood onset leukodystrophy;Congenital disorders of glycosylation;Congenital muscular dystrophy;Early onset or syndromic epilepsy;Fetal anomalies;Hereditary ataxia and cerebellar anomalies - childhood onset;Hypotonic infant;Intellectual disability;Paediatric disorders;Retinal disorders;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal	Congenital Muscular Dystrophy, alpha-dystroglycan related;Limb-Girdle Muscular Dystrophy, Recessive;Limb-girdle muscular dystrophy;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH BRAIN AND EYE ANOMALIES TYPE A3 (MDDGA3;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH BRAIN AND EYE ANOMALIES TYPE A3 (MDDGA3 253280;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH MENTAL RETARDATION TYPE B3;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH MENTAL RETARDATION TYPE B3 (MDDGB3);MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH MENTAL RETARDATION TYPE B3 613151;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY LIMB-GIRDLE TYPE C3;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY LIMB-GIRDLE TYPE C3 613157;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3  253280;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3 253280;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3, 253280Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 3, 613151Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 3, 613157;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3, OMIM:253280;Muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development), type B, 3, OMIM:613151;Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B;Muscular dystrophy-dystroglycanopathy (limb-girdle), type C 3 613157;Protein-O-mannose beta-1,2-N-acetyglucosaminyltransferase deficiency (Disorders of protein O-glycosylation,  O-mannosylglycan synthesis deficiencies);Retinitis pigmentosa 76 617123;Retinitis pigmentosa 76, OMIM:617123, MONDO:0014929	TRUE
POMT1	HGNC:9202	protein O-mannosyltransferase 1	14	12	25;207;230;285;286;307;402;478;486;488;490;496;847;1220	Bilateral congenital or childhood onset cataracts;Cerebellar hypoplasia;Childhood onset dystonia, chorea or related movement disorder;Childhood onset leukodystrophy;Congenital disorders of glycosylation;Congenital muscular dystrophy;Early onset or syndromic epilepsy;Fetal anomalies;Hereditary ataxia and cerebellar anomalies - childhood onset;Hypotonic infant;Intellectual disability;Paediatric disorders;Retinal disorders;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal	Limb-Girdle Muscular Dystrophy, Recessive;Limb-girdle muscular dystrophy;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH BRAIN AND EYE ANOMALIES TYPE A1;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH BRAIN AND EYE ANOMALIES TYPE A1 (MDDGA1);MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH BRAIN AND EYE ANOMALIES TYPE A1 236670;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH MENTAL RETARDATION TYPE B1;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH MENTAL RETARDATION TYPE B1 613155;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY LIMB-GIRDLE TYPE C1;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY LIMB-GIRDLE TYPE C1 609308;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies) type A1;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1  236670;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1 236670;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1, 236670;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1, 236670Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 1, 613155Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 1, 609308;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1, OMIM:236670;Muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development), type B, 1, OMIM:613155;Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 1 613155;Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 1 609308;Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 1, OMIM:609308;Protein-O-mannosyltransferase 1 deficiency (Disorders of protein O-glycosylation,  O-mannosylglycan synthesis deficiencies);Type 2 lissencephaly;muscular dystrophy-dystroglycanopathy (MDDG);muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A1, MONDO:0009364;muscular dystrophy-dystroglycanopathy (congenital with intellectual disability), type B1, MONDO:0013159	TRUE
ATP1A3	HGNC:801	ATPase Na+/K+ transporting subunit alpha 3	13	12	20;39;90;192;285;402;478;486;488;490;496;847;1220	Brain channelopathy;Childhood onset dystonia, chorea or related movement disorder;Childhood onset leukodystrophy;Early onset dystonia;Early onset or syndromic epilepsy;Fetal anomalies;Hereditary ataxia;Hereditary ataxia and cerebellar anomalies - childhood onset;Hypotonic infant;Intellectual disability;Paediatric disorders;Parkinson Disease and Complex Parkinsonism;Unexplained death in infancy and sudden unexplained death in childhood	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted;MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	ALTERNATING HEMIPLEGIA OF CHILDHOOD 104290;ALTERNATING HEMIPLEGIA OF CHILDHOOD 2, 614820;Alternating Hemiplegia of Childhood (AHC), intellectual disability;Alternating hemiplegia of childhood 2;Alternating hemiplegia of childhood 2 (#614820) and Dystonia 12 (#128235);CAPOS Syndrome (recurrent mutation);CAPOS syndrome;Catastrophic epilepsy, unusual apnea spells, and postnatal microcephaly;Cerebellar ataxia, areflexia, pes cavus, optic atrophy and sensorineural hearing loss (CAPOS, #601338);DYSTONIA 12, 128235;Developmental and epileptic encephalopathy 99, OMIM:619606;Dystonia-12;Dystonia-12, 128235;Polymicrogyria;Polymicrogyria, MONDO:0000087;RAPID-ONSET DYSTONIA-PARKINSONISM 128235;Rapid-Onset Dystonia-Parkinsonism;alternating hemiplegia of childhood;developmental delay;epilepsy, MONDO:0005027;rapid-onset dystonia-parkinsonism	TRUE
KIF1A	HGNC:888	kinesin family member 1A	13	12	85;165;285;288;402;478;486;488;490;496;568;847;1220	Childhood onset dystonia, chorea or related movement disorder;Childhood onset hereditary spastic paraplegia;Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Fetal anomalies;Hereditary ataxia and cerebellar anomalies - childhood onset;Hereditary neuropathy;Hereditary spastic paraplegia;Hypotonic infant;Intellectual disability;Paediatric disorders;Pain syndromes;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal;BOTH monoallelic and biallelic, autosomal or pseudoautosomal;MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	NESCAV SYNDROME, 614255;NESCAV syndrome, OMIM:614255;NEUROPATHY, HEREDITARY SENSORY, TYPE IIC, 614213;Neuropathy, hereditary sensory, type IIC, OMIM:614213;Spastic paraplegia 30, autosomal dominant, OMIM:610357;Spastic paraplegia 30, autosomal recessive, OMIM:610357	TRUE
NPC1	HGNC:7897	NPC intracellular cholesterol transporter 1	13	12	20;144;176;285;385;398;478;486;488;490;496;847;1220	Childhood onset dystonia, chorea or related movement disorder;Childhood onset leukodystrophy;Fetal anomalies;Fetal hydrops;Hereditary ataxia;Hereditary ataxia and cerebellar anomalies - childhood onset;Hypotonic infant;Infantile enterocolitis & monogenic inflammatory bowel disease;Intellectual disability;Neonatal cholestasis;Paediatric disorders;Primary immunodeficiency or monogenic inflammatory bowel disease;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal	NIEMANN-PICK DISEASE, TYPE C1;NIEMANN-PICK DISEASE, TYPE C1 257220;NPC1;Neonatal and Adult Cholestasis;Niemann-Pick disease type C1, 257220;Niemann-Pick disease types C1 and D (#257220);Niemann-Pick disease, type C;Niemann-Pick disease, type C1;Niemann-Pick disease, type C1, 257220;Niemann-Pick disease, type D;Niemann-Pick disease, type D, 257220;Niemann_Pick type C disease;Very Early Onset Inflammatory Bowel Disease	TRUE
