gene_symbol	panelapp_phenotype
PITX1	Clubfoot, congenital, with or without deficiency of long bones and/or mirror-image polydactyly, OMIM:119800
PITX1	HOMEOTIC ARM-TO-LEG TRANSFORMATION ASSOCIATED WITH GENOMIC REARRANGEMENTS AT THE PITX1 LOCUS
PITX1	Liebenberg syndrome
PITX1	Liebenberg syndrome 186550
PITX1	Liebenberg syndrome, OMIM:186550
PITX1	Polydactyly
PITX1	Radially deviated wrists
PKP2	Arrhythmogenic right ventricular cardiomyopathy
PKP2	Arrhythmogenic right ventricular dysplasia 9
PKP2	Arrhythmogenic right ventricular dysplasia 9 (609040)
PKP2	Brugada syndrome, MONDO:0015263
PKP2	Cardiomyopathy
PKP2	Severe cardiomyopathy with left ventricular noncompaction
PLD1	Cardiac valvular dysplasia 1, OMIM:212093
PLD1	Congenital heart malformations
PLD1	MONDO:0008913
PLD1	OMIM:212093.0
PLD1	PLD1-related cardiac valvular dysplasia
PLD1	cardiac valvular defect, developmental, MONDO:0008913
PLD1	neonatal cardiomyopathy
RPL26	?Diamond-Blackfan anemia 11	614900
RPL26	?Diamond-Blackfan anemia 11, OMIM:614900
RPL26	Absent thumb, bilateral
RPL26	DIAMOND-BLACKFAN ANEMIA 11, OMIM:614900
RPL26	Diamond-Blackfan anaemia 11, OMIM:614900
RPL26	Diamond-Blackfan anemia 11
RPL26	Hypoplasia or aplasia of radius, unilateral
SCN10A	Brugada syndrome, MONDO:0015263
SCN10A	Colon sensory neurons activation
SCN10A	Episodic pain syndrome, familial, 2 (615551)
SCN10A	Episodic pain syndrome, familial, 2, 615551
SCN10A	Familial episodic pain syndrome-2
SCN10A	J wave syndrome
SCN10A	Painful small fibre neuropathy
SCN10A	SFN
SCN10A	Small fibre neuropathy
SCN10A	short QT
SCN10A	sudden death
SEC24D	Cole-Carpenter syndrome
SEC24D	Intellectual disability and epilepsy
SEC24D	Osteogenesis Imperfecta, Cole Carpenter syndrome
SEC24D	SYNDROMIC OSTEOGENESIS IMPERFECTA
SECISBP2	Abnormal thyroid hormone metabolism
SECISBP2	Selenocysteine insertion sequence binding protein 2 (SBP2) defect
SECISBP2	Short stature-delayed bone age due to thyroid hormone metabolism deficiency
SECISBP2	THYROID HORMONE METABOLISM, ABNORMAL
SECISBP2	THYROID HORMONE METABOLISM, ABNORMAL 609698
SECISBP2	Thyroid hormone metabolism, abnormal, 609698
SLC24A5	Albinism, oculocutaneous, type VI
SLC24A5	Eye Disorders
SLC24A5	Non-Syndromic Oculocutaneous Albinism
SLC45A2	Albinism, oculocutaneous, type IV
SLC45A2	Eye Disorders
SLC45A2	Oculocutaneous Albinism
SLC45A2	Oculocutaneous albinism type IV,606574
SLC45A2	skin/hair/eye pigmentation 5,227240
TPM1	Cardiomyopathy
TPM1	Cardiomyopathy, dilated, 1Y
TPM1	Cardiomyopathy, dilated, 1Y (611878)
TPM1	Cardiomyopathy, familial hypertrophic, 3
TPM1	Cardiomyopathy, hypertrophic, 3 (115196)
TPM1	Left ventricular noncompaction 9
TPM1	Left ventricular noncompaction 9 ( 611878)
TPM1	Left ventricular noncompaction 9,
ADAMTS19	ADAMTS19-related cardiac valvular dysplasia
ADAMTS19	Cardiac valvular dysplasia 2, OMIM:620067
ADAMTS19	MONDO:0859572
ADAMTS19	Non-syndromic heart valve disease
ADAMTS19	OMIM:620067.0
ADAMTS19	heart valve disease, MONDO:0002869
AMFR	AMFR-related spastic paraplegia with/without neurodevelopmental delay
AMFR	HLH
AMFR	Hemophagocytic lymphohistyocytosis
AMFR	Severe VZV
AMFR	Spastic paraplegia 89, autosomal recessive, OMIM:620379
AMFR	Varicella
AMOTL1	AMOTL1-related orofacial clefting, cardiac anomalies, and tall stature
AMOTL1	Craniofaciocardiohepatic syndrome, OMIM:621192
AMOTL1	anorectal malformation
AMOTL1	craniofaciocardiohepatic syndrome, MONDO:0978295
ATOH7	AR Persistent hyperplasia of primary vitreous - optic nerve dysplasia, retinal detachment
ATOH7	ATOH7-related persistent hyperplastic primary vitreous, OMIM:221900
ATOH7	Persistent hyperplastic primary vitreous, autosomal recessive, 221900
ATOH7	multiple ocular developmental defects, including severe vitreoretinal dysplasia, optic nerve hypoplasia, persistent fetal vasculature, microphthalmia, congenital cataracts, microcornea, corneal opacity and nystagmus
BMP2	Brachydactyly, type A2 112600
BMP2	Cleft palate
BMP2	Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies 617877
BMP2	Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies, 617877
BMP2	Short stature, palatal anomalies, congenital heart disease, and skeletal malformations
BMP2	short stature, facial dysmorphism and skeletal anomalies with or without cardiac aomalies 617877.
BMP2	{HFE hemochromatosis, modifier of} 235200
C21ORF59	Ciliary dyskinesia, primary, 26, 615500
C21ORF59	Ciliary dyskinesia, primary, 26, OMIM:615500
C21ORF59	PRIMARY CILIARY DYSKINESIA
C21ORF59	Primary ciliary dyskinesia 26, MONDO:0014211
CCDC151	Ciliary dyskinesia, primary, 30, 616037
CCDC151	Ciliary dyskinesia, primary, 30, OMIM:616037
CCDC151	PRIMARY CILLARY DYSKINEASIA 616037
CCDC151	Primary ciliary dyskinesia 30, MONDO:0014465
CD40LG	CD40 ligand deficiency
CD40LG	CSR defects and Hyper IgM (HIGM) syndromes
CD40LG	HIGM
CD40LG	HIGM1
CD40LG	Hyper-IGM immunodeficiency, X-linked
CD40LG	Hyper-IGM syndrome
CD40LG	Hyper-IgM syndrome due to CD40 ligand deficiency
CD40LG	Hyper-IgM syndrome due to CD40L deficiency
CD40LG	Hyper-IgM syndrome type 1
CD40LG	IHIS
CD40LG	IMD3
CD40LG	Immunodeficiencies affecting cellular and humoral immunity
CD40LG	Immunodeficiency 3
CD40LG	Immunodeficiency, X-linked, with hyper-IgM
CD40LG	Immunodeficiency, X-linked, with hyper-IgM	308230
CD40LG	Immunodeficiency, X-linked, with hyper-IgM, OMIM:308230
CD40LG	Neutropenia, thrombocytopenia, hemolytic anemia, opportunistic infections, biliary tract and liver disease, Cryptosporidium infections
CD40LG	XHIM
CDX1	Anorectal malformations
CDX1	anorectal malformation
CFHR5	Atypical hemolytic uremic syndrome susceptibility
CFHR5	Atypical hemolytic-uremic syndrome with anti-factor H antibodies
CFHR5	C3 glomerulopathy
CFHR5	C3G
CFHR5	CFHR5 nephropathy
CFHR5	Chronic Kidney Disease
CFHR5	Complement Deficiencies
CFHR5	End stage renal disease
CFHR5	Haematuria
CFHR5	IC-MPGN
CFHR5	Immune complex MPGN
CFHR5	Immune-complex-mediated MPGN
CFHR5	Nephropathy due to CFHR5 deficiency OMIM:614809
CFHR5	Nephropathy due to CFHR5 deficiency, 614809
CFHR5	Nephropathy due to CFHR5 deficiency, MIM#	614809
CFHR5	Nephropathy due to CFHR5 deficiency, OMIM:614809
CFHR5	Older onset atypical hemolytic-uremic syndrome, disseminated neisserial infections
CFHR5	Proteinuria
CNGB3	Achromatopsia 3, OMIM:262300
CNGB3	Eye Disorders
CNGB3	Macular degeneration, juvenile
COL7A1	Dystrophic Epidermolysis Bullosa Pruriginosa
COL7A1	Dystrophic epidermolysis bullosa
COL7A1	EBD inversa (AR), OMIM:226600
COL7A1	EBD, Bart type (AD), OMIM:132000
COL7A1	Epidermolysis bullosa dystrophica (AD), OMIM:131750
COL7A1	Epidermolysis bullosa dystrophica (AR), OMIM:226600
COL7A1	Epidermolysis bullosa pruriginosa, OMIM:604129
COL7A1	Epidermolysis bullosa, pretibial (AR,AD), OMIM:131850
COL7A1	Inflammatory Bowel Disease
COL7A1	Transient bullous of the newborn (AR,AD), OMIM:131705
COL7A1	Very Early Onset Inflammatory Bowel Disease
CPAMD8	Anterior Segment Dysgenesis
CPAMD8	Anterior segment dysgenesis 8, OMIM:617319
CPAMD8	Glaucoma
CPAMD8	anterior segment dysgenesis 8, 617319
CPAMD8	cataract
CPAMD8	retinal detachment
CSRP3	?Cardiomyopathy, dilated, 1M (607482)
CSRP3	Cardiomyopathy
CSRP3	Cardiomyopathy, dilated, 1M
CSRP3	Cardiomyopathy, familial hypertrophic, 12
CSRP3	Cardiomyopathy, hypertrophic, 12 (612124)
CSTA	EXFOLIATIVE ICHTHYOSIS, AUTOSOMAL RECESSIVE, ICHTHYOSIS BULLOSA OF SIEMENS-LIKE 607936
CSTA	Peeling skin syndrome 4, OMIM:607936
DISP1	Craniofacial and neuro-developmental abnormalities (Roessler (2009) Hum Genet125,393)
DISP1	Diaphragmatic hernia, congenital (Kantarci (2010) Am J Med Genet A 152A,2493)
DISP1	HOLOPROSENCEPHALY, OMIM:609637
DISP1	Holoprosencephaly 10, OMIM:621143
DISP1	Tetralogy of Fallot (Silversides (2012) PLoS Genet 8, e1002843)
DISP1	holoprosencephaly 10, MONDO:0976262
DLX5	?Split-hand/foot malformation 1 with sensorineural hearing loss, 220600
DLX5	?Split-hand/foot malformation 1 with sensorineural hearing loss, OMIM:220600
DLX5	SPLIT HAND AND FOOT MALFORMATION 220600
DLX5	Split-hand/foot malformation 1, 183600
DLX5	Split-hand/foot malformation 1, OMIM:183600
DNAAF5	CILIARY DYSKINESIA, PRIMARY, 18 614874
DNAAF5	Ciliary dyskinesia, primary, 18, OMIM:614874
DNAAF5	Primary ciliary dyskinesia 18, MONDO:0013940
DNAH5	CILIARY DYSKINESIA, PRIMARY, 3
DNAH5	Ciliary dyskinesia, primary, 3, with or without situs inversus
DNAH5	Ciliary dyskinesia, primary, 3, with or without situs inversus, 608644
DNAH5	Primary ciliary dyskinesia 608644
DNAH5	ciliopathies
DNAH5	heterotaxy
DNAJB4	DNAJB4-related myopathy with early respiratory failure
DNAJB4	congenital myopathy with early respiratory failure
DNAJC21	Bone Marrow Failure
DNAJC21	Bone marrow failure syndrome 3
DNAJC21	Bone marrow failure syndrome 3, 617052
DNAJC21	Congenital defects of phagocyte number or function
DNAJC21	Metaphyseal changes, short stature, developmental delay, pancreatic dysfunction, bone marrow failure
DNAJC21	Pancytopaenia
DNAJC21	Shwachman-Diamond syndrome-like
DSG1	Erythroderma, congenital, with palmoplantar keratoderma, hypotrichosis, and hyper IgE, OMIM:615508
DSG1	Keratosis palmoplantaris striata I, AD, OMIM:148700
DSG1	SEVERE DERMATITIS, MULTIPLE ALLERGIES AND METABOLIC WASTING
DSG1	SEVERE DERMATITIS, MULTIPLE ALLERGIES AND METABOLIC WASTING, 615508
DSG2	Arrhythmogenic right ventricular dysplasia 10
DSG2	Arrhythmogenic right ventricular dysplasia 10 (610193)
DSG2	Cardiomyopathy
DSG2	Cardiomyopathy, dilated, 1BB (612877)
DSG2	Cardiomyopathy, dilated, 1BB,
ESPN	Deafness, autosomal recessive 36, 609006Deafness, neurosensory, without vestibular involvement, autosomal dominant
ESPN	Deafness,autosomalrecessive36,609006Deafness,neurosensory,withoutvestibularinvolvement,autosomaldominant
EXPH5	Epidermolysis bullosa simplex 4, localized or generalized intermediate, autosomal recessive, OMIM:615028
EXPH5	Epidermolysis bullosa, nonspecific, autosomal recessive, OMIM:615028
EXPH5	INHERITED SKIN FRAGILITY
EXPH5	INHERITED SKIN FRAGILITY 615028
FERMT3	(Moderate osteopetrosis) Kilic SS et al. The clinical spectrum of leukocyte adhesion deficiency (LAD) III due to defective CalDAG-GEF1. J Clin Immunol. 2009 Jan, 29(1):117-22.
FERMT3	Congenital defects of phagocyte number or function
FERMT3	LAD
FERMT3	LAD type 1 plus bleeding tendency
FERMT3	Leukocyte adhesion deficiency, type III 612840
FERMT3	Leukocyte adhesion deficiency, type III OMIM:612840
FERMT3	Leukocyte adhesion deficiency, type III, 612840
FLII	Cardiomyopathy, dilated, 2J
FLII	Cardiomyopathy, dilated, 2J, OMIM:620635
FLII	Dilated cardiomyopathy, MONDO:0005021
FOXL2	BLEPHAROPHIMOSIS, PTOSIS, AND EPICANTHUS INVERSUS SYNDROME
FOXL2	BLEPHAROPHIMOSIS, PTOSIS, AND EPICANTHUS INVERSUS SYNDROME 110100
FOXL2	BPES, premature ovarian failure
FOXL2	Blepharophimosis,epicanthus inversus and ptosis,type 1 and 2,110100
FOXL2	Premature ovarian failure 3,608996
GNA11	Congenital Hemangioma
GNA11	Hypocalcemia, autosomal dominant 2 615361
GNA11	Hypocalcemia, autosomal dominant 2, OMIM:615361
GNA11	Hypocalciuric hypercalcemia, type II, 145981
GNA11	Hypocalciuric hypercalcemia, type II, OMIM:145981
HSPB1	Charcot Marie Tooth disease, axonal, type 2F, 606595
HSPB1	Charcot-Marie-Tooth disease, axonal, type 2F, OMIM:606595
HSPB1	Neuropathy, distal hereditary motor type IIB, 608634
HSPB1	Neuropathy, distal hereditary motor, type IIB, 608634
HSPB1	Neuropathy, distal hereditary motor, type IIB, OMIM:608634
HSPB8	Charcot Marie Tooth disease, axonal, type 2L, 608673
HSPB8	Neuropathy, distal hereditary motor type IIA, 158590
HSPB8	Neuropathy, distal hereditary motor, type IIA, 158590
HSPB8	Neuropathy, distal hereditary motor, type IIA, OMIM:158590
HSPB8	distal myopathy
IL1RN	Autoinflammatory Disorders
IL1RN	DIRA
IL1RN	Interleukin 1 receptor antagonist deficiency, OMIM:612852
IL1RN	Sterile multifocal osteomyelitis, periostitis, and pustulosis
INTU	?Orofaciodigital syndrome XVII, OMIM:617926
INTU	?Short-rib thoracic dysplasia 20 with polydactyly, 617925
INTU	?Short-rib thoracic dysplasia 20 with polydactyly, OMIM:617925
INTU	anorectal malformation
ISG15	Defects in Intrinsic and Innate Immunity
ISG15	Defects with susceptibility to mycobacterial infection (MSMD)
ISG15	Immunodeficiency 38 616126
ISG15	Immunodeficiency 38, 616126
ISG15	Susceptibility to mycobacteria, brain calcifications
ISG15	idiopathic basal ganglia calcification
ITGA6	EPIDERMOLYSIS BULLOSA WITH PYLORIC ATRESIA 226730
ITGA6	Epidermolysis Bullosa with Pyloric Atresia. 226730
ITGA6	Epidermolysis bullosa, junctional, with pyloric stenosis, OMIM:226730
JPH2	Cardiomyopathy
JPH2	Cardiomyopathy, hypertrophic, 17, OMIM:613873
KCNJ8	Brugada syndrome, MONDO:0015263
KCNJ8	Cantu syndrome
KCNJ8	atrial fibrillation
KCNJ8	short qt
KCNJ8	ventricular tachycardia
LAGE3	GALLOWAY-MOWAT SYNDROME 2, 301006
LAGE3	Galloway-Mowat syndrome 2, X-linked, OMIM:301006
MEFV	Autoinflammatory Disorders
MEFV	Familial Mediterranean fever, AD, OMIM:134610
MEFV	Familial Mediterranean fever, AR, OMIM:249100
MEFV	Neutrophilic dermatosis, acute febrile, OMIM:608068
MEFV	Predisposes to vasculitis and inflammatory bowel disease
MEFV	Recurrent fever, serositis and inflammation responsive to colchicine
MSH2	276300
MSH2	CMMRD
MSH2	Colorectal cancer, hereditary nonpolyposis, type 1, OMIM:120435
MSH2	Lynch Syndrome
MSH2	Mismatch repair cancer syndrome
MSH2	Mismatch repair cancer syndrome 2, OMIM:619096
MSH2	Mismatch repair cancer syndrome 276300
MSH2	Mismatch repair cancer syndrome, OMIM:276300
MSH2	Muir-Torre syndrome, OMIM:158320
MYL3	Cardiomyopathy
MYL3	Cardiomyopathy, familial hypertrophic, 8 (608751)
MYL3	Cardiomyopathy, familial hypertrophic, 8,
MYLK	Megacystis Microcolon Intestinal Hypoperistalsis Syndrome
MYLK	Megacystis-microcolon-intestinal hypoperistalsis syndrome 1, OMIM:249210
MYO15A	Deafness, autosomal recessive 3 OMIM:600316
MYO15A	autosomal recessive nonsyndromic deafness 3 MONDO:0010860
MYO6	#606346:Deafness, autosomal dominant 22, with hypertrophic cardiomyopathy
MYO6	#607821:Deafness, autosomal recessive 37
MYO6	Deafness, autosomal dominant 22, 606346
MYO6	Deafness, autosomal dominant 22, with hypertrophic cardiomyopathy
MYO6	Nonsyndromic Hearing Loss, Dominant
MYO6	Nonsyndromic Hearing Loss, Recessive
OSTM1	Defects in Intrinsic and Innate Immunity
OSTM1	Defects in intrinsic and innate immunity
OSTM1	Osteopetrosis 259720
OSTM1	Osteopetrosis with hypocalcemia, neurologic features
OSTM1	Osteopetrosis, autosomal recessive 5 259720
PLN	Cardiomyopathy
PLN	Cardiomyopathy, dilated, 1P
PLN	Cardiomyopathy, dilated, 1P (609909)
PLN	Cardiomyopathy, familial hypertrophic, 18,
PLN	Cardiomyopathy, hypertrophic, 18 (613874)
PLXND1	MOEBIUS SYNDROME
PLXND1	TRUNCUS ARTERIOSIS
PLXND1	Truncus arteriosus
PLXND1	Truncus arteriosus, HP:0001660
PRRX1	AGNATHIA-OTOCEPHALY COMPLEX biallelic
PRRX1	AGNATHIA-OTOCEPHALY COMPLEX monoallelic
PRRX1	Agnathia-otocephaly complex, OMIM:202650
PSMB4	?Proteasome-associated autoinflammatory syndrome 3 and digenic forms, OMIM:617591
PSMB4	CANDLE syndrome (Autoinflammation, lipodystrophy, and dermatosis syndrome)
PSMB4	Proteasome-associated autoinflammatory syndrome 3 and digenic forms, OMIM:617591
PSMB4	proteasome-associated autoinflammatory syndrome 3, MONDO:0054699
RBM20	Cardiomyopathy
RBM20	Cardiomyopathy, dilated, 1DD
RBM20	Cardiomyopathy, dilated, 1DD (613172)
RBM20	Cardiomyopathy, dilated, 1DD 613172
RINT1	Infantile liver failure syndrome 3 OMIM:618641
RINT1	Infantile-Onset Recurrent Acute Liver Failure and Skeletal Abnormalities
RINT1	hereditary spastic paraplegia, MONDO:0019064
RINT1	infantile liver failure syndrome 3 MONDO:0032844
RINT1	liver failure
RINT1	short stature
RINT1	skeletal abnormalities
RPL13	Diamond-Blackfan anaemia
RPL13	Spondyloepimetaphyseal Dysplasia with Severe Short Stature
RPL13	Spondyloepimetaphyseal dysplasia, Isidor-Toutain type, OMIM:618728
SART3	Intellectual disability, Neurodevelopmental defects and Developmental delay with 46,XY Gonadal dysgenesis
SART3	Porokeratosis
SART3	SART3-related neurodevelopmental disorder with 46,XY gonadal dysgenesis (INDYGON)
SEC61A1	Autosomal-Dominant Tubulo-Interstitial and Glomerulocystic Kidney Disease with Anemia
SEC61A1	Familial juvenile Hyperuricemic nephropathy-4 , OMIM:617056
SEC61A1	Hyperuricemic nephropathy, familial juvenile, 4, 617056
SEC61A1	Hypogammaglobulinaemia
SEC61A1	Predominantly Antibody Deficiencies
SEC61A1	SEC61A1  deficiency
SEC61A1	Severe congenital neutropenia
SEC61A1	Severe recurrent respiratory tract infections
SEC61A1	autosomal dominant tubulointerstitial kidney disease
SEC61A1	chronic kidney disease
SEC61A1	cystic kidney disease
SEC61A1	glomerulocystic kidney disease
SEC61A1	hyporeninaemic hypoaldosteronism
SEC61A1	interstitial nephritis
SEPT9	AMYOTROPHY, HEREDITARY NEURALGIC
SEPT9	Amyotrophy, hereditary neuralgic
SEPT9	Amyotrophy, hereditary neuralgic, 162100
SEPT9	HNA
SEPT9	Hereditary neuralgic amyotrophy
SEPT9	Neuralgic amyotrophy
SIM1	Congenital Obesity
SIM1	Severe obesity with neurobehavioral features
SIM1	obesity
SLC34A3	HHRH
SLC34A3	Hypophosphatemic rickets with hypercalciuria 241530
SLC34A3	Hypophosphatemic rickets with hypercalciuria, 241530
SLC34A3	Hypophosphatemic rickets with hypercalciuria, OMIM:241530
SLC34A3	hereditary hypophosphatemic rickets with hypercalciuria, MONDO:0009431
SLCO2A1	Hypertrophic osteoarthropathy, primary, autosomal dominant, OMIM:167100
SLCO2A1	Hypertrophic osteoarthropathy, primary, autosomal recessive 2 OMIM:614441
SLCO2A1	PHOAR2-enteropathy syndrome, OMIM:614441
SLCO2A1	hypertrophic osteoarthropathy, primary, autosomal dominant, MONDO:0008172
SLCO2A1	hypertrophic osteoarthropathy, primary, autosomal recessive, 2, MONDO:0013756
SNUPN	MONDO:0971171
SNUPN	Muscular dystrophy, limb-girdle, autosomal recessive 29, OMIM:620793
SNUPN	SNUPN-related muscular dystrophy with or without multi-system involvement
SNX10	Autosomal recessive osteopetrosis 8, MONDO:0014040
SNX10	Defects in Intrinsic and Innate Immunity
SNX10	Defects in intrinsic and innate immunity
SNX10	Osteopetrosis with visual impairment
SNX10	Osteopetrosis, autosomal recessive 8 615085
SNX10	Osteopetrosis, autosomal recessive 8, OMIM:615085
SPINT2	Diarrhea 3, secretory sodium, congenital, syndromic, 270420
SPINT2	Diarrhea 3, secretory sodium, congenital, syndromic, OMIM:270420
SPINT2	Polydactyly
SPINT2	congenital secretory sodium diarrhea 3, MONDO:0010036
SPINT2	congenital sodium diarrhea with additional syndromic features
SPINT2	hexadactyly
SPTB	Anemia, neonatal hemolytic, fatal and near-fatal
SPTB	Anemia, neonatal hemolytic, fatal or near-fatal, OMIM:617948
SPTB	Elliptocytosis
SPTB	Elliptocytosis-3, OMIM:617948
SPTB	Nonimmune hydrops fetalis
SPTB	RBC membrane abnormality
SPTB	Spherocytosis, type 2, OMIM:616649
SPTB	Spherocytosis,616649
TAF1A	Congenital cataract and global developmental delay
TAF1A	Paediatric dilated cardiomyopathy
TCIRG1	Defects in Intrinsic and Innate Immunity
TCIRG1	Defects in intrinsic and innate immunity
TCIRG1	Osteopetrosis with hypocalcemia
TCIRG1	Osteopetrosis, autosomal recessive 1 259700
TCIRG1	Osteopetrosis, infantile malignant 259700
TNNC1	Cardiomyopathy
TNNC1	Cardiomyopathy, dilated, 1Z
TNNC1	Cardiomyopathy, dilated, 1Z (611879)
TNNC1	Cardiomyopathy, familial hypertrophic, 13,
TNNC1	Cardiomyopathy, hypertrophic, 13 (613243)
TNNI3	?Cardiomyopathy, dilated, 2A (611880)
TNNI3	Cardiomyopathy
TNNI3	Cardiomyopathy, dilated, 1FF
TNNI3	Cardiomyopathy, dilated, 1FF (613286)
TNNI3	Cardiomyopathy, dilated, 2A,
TNNI3	Cardiomyopathy, familial hypertrophic, 7
TNNI3	Cardiomyopathy, familial restrictive, 1 (115210)
TNNI3	Cardiomyopathy, hypertrophic, 7 (613690)
TNNI3	Hypertrophic cardiomyopathy
TNNI3K	Cardiac conduction disease with or without dilated cardiomyopathy 616117
TNNI3K	Cardiac conduction disease with or without dilated cardiomyopathy, OMIM:616117
TNNI3K	anorectal malformation
TNNT2	Cardiomyopathy
TNNT2	Cardiomyopathy, dilated, 1D
TNNT2	Cardiomyopathy, dilated, 1D (601494)
TNNT2	Cardiomyopathy, familial hypertrophic, 2
TNNT2	Cardiomyopathy, familial restrictive, 3 (612422)
TNNT2	Cardiomyopathy, hypertrophic, 2 (115195)
TNNT2	Hypertrophic cardiomyopathy
TNNT2	Left ventricular noncompaction 6 (601494)
TNNT2	Left ventricular noncompaction 6,
TPRKB	GALLOWAY-MOWAT SYNDROME 5, 617731
TPRKB	Galloway-Mowat syndrome 5, OMIM:617731
VCL	Cardiomyopathy
VCL	Cardiomyopathy, dilated, 1W
VCL	Cardiomyopathy, dilated, 1W (611407)
VCL	Cardiomyopathy, familial hypertrophic, 15,
VCL	Cardiomyopathy, hypertrophic, 15 (613255)
XRCC1	Spinocerebellar ataxia, autosomal recessive 26, OMIM:617633
ZMYND10	Ciliary dyskinesia, primary, 22, 615444
ZMYND10	PRIMARY CILIARY DYSKINESIA-22
ZMYND10	PRIMARY CILIARY DYSKINESIA-22 615444
ZNF808	Pancreatic agenesis 3
ZNF808	Pancreatic agenesis 3, OMIM:620991
ZNF808	ZNF808-related pancreatic agenesis
ZNF808	neonatal diabetes mellitus, MONDO:0016391
ABCA12	Ichthyosis, autosomal recessive 4B (harlequin), 242500
ABCA12	Ichthyosis, congenital, autosomal recessive 242500
ABCA12	Ichthyosis, congenital, autosomal recessive 4A, 601277
ACTN4	Glomerulosclerosis, focal segmental, 1	603278
ACTN4	Glomerulosclerosis, focal segmental, 1 603278
ADA2	Autoinflammatory Disorders
ADA2	Diamond-Blackfan Anemia
ADA2	Polyarteritis nodosa, childhood-onset, early-onset recurrent ischemic stroke and fever
ADA2	Sneddon syndrome, OMIM:182410
ADA2	Vasculitis, autoinflammation, immunodeficiency, and hematologic defects syndrome, OMIM:615688
ADAMTS15	ADAMTS15-related distal arthrogryposis
ADAMTS15	Arthrogryposis, distal, type 12, OMIM:620545
ADAMTS15	MONDO:0957819
ADAMTS15	OMIM:620545.0
ADAMTS18	Genetic Retinal Degeneration Conditions
ADAMTS18	KNOBLOCH SYNDROME 2 608454
ADAMTS18	Microcornea, myopic chorioretinal atrophy, and telecanthus, 615458
ADAMTS3	Hennekam lymphangiectasia-lymphedema syndrome 3, MONDO:0032564
ADAMTS3	Hennekam lymphangiectasia-lymphedema syndrome 3, OMIM:618154
ADAMTSL2	GELEOPHYSIC DYSPLASIA 1
ADAMTSL2	Geleophysic dysplasia 1 231050
AGR2	Cystic fibrosis-like syndrome
AGR2	chronic diarrhoea
AICDA	Immunodeficiency with hyper-IgM, type 2, OMIM:605258
ALOX12B	Ichthyosis, congenital, autosomal recessive 2, 242100
ALOXE3	Ichthyosis, congenital, autosomal recessive 3, 606545
ANTXR2	Hyaline fibromatosis syndrome 228600
APC	175100
APC	Adenomatous polyposis coli, OMIM:175100
APC	Brain tumor-polyposis syndrome 2, OMIM:175100
APC	Desmoid disease, hereditary, OMIM:135290
APC	Familial Adenomatous Polyposis
APC	Gardner syndrome, OMIM:175100
APC	Gastric adenocarcinoma and proximal polyposis of the stomach, OMIM:619182
ARHGAP29	Cleft palate
ARHGAP29	cleft lip with or without cleft palate
ARHGDIA	Nephrotic syndrome, type 8	615244
ARHGDIA	Nephrotic syndrome, type 8 #615224
ARL2BP	Retinitis pigmentosa 82 with or without situs inversus, OMIM:615434
ARL2BP	Retinitis pigmentosa with or without situs inversus, 615434
ARL2BP	Situs Inversus
ATP2B2	Deafness, autosomal dominant 82, OMIM:619804
ATP2B2	hearing loss, autosomal dominant 82, MONDO:0030719
ATP2B2	{Deafness, autosomal recessive 12, modifier of}, OMIM:601386
BACH2	BACH2-related immunodeficiency and autoimmunity (BRIDA)
BACH2	Diseases of Immune Dysregulation
BACH2	Immunodeficiency 60, OMIM:618394
BACH2	Lymphocytic colitis, sinopulmonary infections
BACH2	hypogammaglobulinaemia
BACH2	infantile onset enterocolitis
BACH2	inflammatory bowel disease
BACH2	recurrent sinopulmonary infections
BMP1	Osteogenesis imperfecta type XIII 614856
BMP1	Osteogenesis imperfecta, type XIII, 614856
BMPR1A	Hereditary Mixed Polyposis Syndrome
BMPR1A	Hereditary Mixed Polyposis Syndrome 2, 610069
BMPR1A	Polyposis syndrome, hereditary mixed, 2, OMIM:610069
BMPR1A	Polyposis, juvenile intestinal, 174900
BMPR1A	Polyposis, juvenile intestinal, OMIM:174900
C11ORF70	Ciliary dyskinesia, primary, 38, OMIM:618063
C11ORF70	PRIMARY CILIARY DYSKINESIA
CABP2	Deafness, autosomal recessive 93, 614899
CACHD1	Neurodevelopmental syndrome with facial dysmorphism and multisystem congenital abnormalities
CACHD1	syndromic complex neurodevelopmental disorder, MONDO:0800439
CAP2	Cardiomyopathy, dilated, 2I, OMIM:620462
CAPN1	Spastic paraplegia 76 autosomal recessive	616907
CAPN1	Spastic paraplegia 76 autosomal recessive, 616907
CASZ1	dilated cardiomyopathy, MONDO:0005021
CASZ1	left ventricular noncompaction, MONDO:0018901
CBFB	CBFB-related cleidocranial dysplasia
CBFB	Cleidocranial dysplasia 2, OMIM:620099
CBFB	Cleidocranial dysplasia-2, OMIM:620099
CBFB	cleidocranial dysplasia 2, MONDO:0859307
CCDC50	#607453:?Deafness, autosomal dominant 44
CCDC50	Deafness, autosomal dominant 44, 607453
CCDC50	hearing loss
CD3G	CD3z deficiency
CD3G	Combined immunodeficiency
CD3G	Immunodeficiencies affecting cellular and humoral immunity
CD3G	Immunodeficiency 17, CD3 gamma deficient	615607
CD3G	Immunodeficiency 17, CD3 gamma deficient 615607
CD3G	N/A
CD55	Complement Deficiencies
CD55	Complement hyperactivation, angiopathic thrombosis, and protein-losing enteropathy, OMIM:226300
