gene_symbol	moi
ELN	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ELN	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
ENPP1	BIALLELIC, autosomal or pseudoautosomal
ENPP1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
EXOC3L2	BIALLELIC, autosomal or pseudoautosomal
FAM20A	BIALLELIC, autosomal or pseudoautosomal
FGF13	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
FOXE1	BIALLELIC, autosomal or pseudoautosomal
FYCO1	BIALLELIC, autosomal or pseudoautosomal
GJA3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
GJA8	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
GOT2	BIALLELIC, autosomal or pseudoautosomal
GPSM2	BIALLELIC, autosomal or pseudoautosomal
HSF4	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
HSF4	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
ITGA7	BIALLELIC, autosomal or pseudoautosomal
KCNK4	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
LGI1	BIALLELIC, autosomal or pseudoautosomal
LGI1	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal
LGI1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
LHX4	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
LHX4	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
MMP21	BIALLELIC, autosomal or pseudoautosomal
NFIB	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
NFIB	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
ORC1	BIALLELIC, autosomal or pseudoautosomal
ORC4	BIALLELIC, autosomal or pseudoautosomal
ORC6	BIALLELIC, autosomal or pseudoautosomal
PAX1	BIALLELIC, autosomal or pseudoautosomal
PAX3	BIALLELIC, autosomal or pseudoautosomal
PAX3	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
PAX3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
PAX7	BIALLELIC, autosomal or pseudoautosomal
RORB	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
RORB	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
RRAS	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
RRAS	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SH3PXD2B	BIALLELIC, autosomal or pseudoautosomal
SHOX	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal
SLC27A4	BIALLELIC, autosomal or pseudoautosomal
SMCHD1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
SMCHD1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SMCHD1	Other
STAR	BIALLELIC, autosomal or pseudoautosomal
STIM1	BIALLELIC, autosomal or pseudoautosomal
STIM1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
STIM1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TBX4	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal
TBX4	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TBX4	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TMEM260	BIALLELIC, autosomal or pseudoautosomal
TRAK1	BIALLELIC, autosomal or pseudoautosomal
TUBGCP4	BIALLELIC, autosomal or pseudoautosomal
VHL	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
ZFP57	BIALLELIC, autosomal or pseudoautosomal
BLOC1S6	BIALLELIC, autosomal or pseudoautosomal
BLOC1S6	Unknown
CAVIN1	BIALLELIC, autosomal or pseudoautosomal
CFI	BIALLELIC, autosomal or pseudoautosomal
CFI	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
CFI	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
CLRN1	BIALLELIC, autosomal or pseudoautosomal
GLRB	BIALLELIC, autosomal or pseudoautosomal
MAPKBP1	BIALLELIC, autosomal or pseudoautosomal
PCDH15	BIALLELIC, autosomal or pseudoautosomal
POLR1A	BIALLELIC, autosomal or pseudoautosomal
POLR1A	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
POLR1A	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SCN5A	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
SCN5A	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SQSTM1	BIALLELIC, autosomal or pseudoautosomal
SQSTM1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TERC	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TERC	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
USH1C	BIALLELIC, autosomal or pseudoautosomal
USH1G	BIALLELIC, autosomal or pseudoautosomal
USH2A	BIALLELIC, autosomal or pseudoautosomal
WHRN	BIALLELIC, autosomal or pseudoautosomal
ABL1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
ABL1	Unknown
ARL3	BIALLELIC, autosomal or pseudoautosomal
ARL3	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
C3	BIALLELIC, autosomal or pseudoautosomal
C3	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
C3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
C3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
CDX2	BIALLELIC, autosomal or pseudoautosomal
CDX2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
CFAP53	BIALLELIC, autosomal or pseudoautosomal
CFC1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
CHRM3	BIALLELIC, autosomal or pseudoautosomal
CHRND	BIALLELIC, autosomal or pseudoautosomal
CHRND	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
CHRNE	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
CLMP	BIALLELIC, autosomal or pseudoautosomal
CYP17A1	BIALLELIC, autosomal or pseudoautosomal
DYNC2LI1	BIALLELIC, autosomal or pseudoautosomal
EDN3	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal
EDN3	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
ELOVL1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ELOVL1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
ERBB3	BIALLELIC, autosomal or pseudoautosomal
FAM149B1	BIALLELIC, autosomal or pseudoautosomal
FOXI3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
FOXI3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
GDF1	BIALLELIC, autosomal or pseudoautosomal
GDF1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
GDF1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
GDF1	Unknown
GNAQ	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
GPR143	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
HACD1	BIALLELIC, autosomal or pseudoautosomal
HOXA2	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
IFT52	BIALLELIC, autosomal or pseudoautosomal
JAG2	BIALLELIC, autosomal or pseudoautosomal
JUP	BIALLELIC, autosomal or pseudoautosomal
JUP	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
LMBR1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
LPIN2	BIALLELIC, autosomal or pseudoautosomal
MTX2	BIALLELIC, autosomal or pseudoautosomal
MUSK	BIALLELIC, autosomal or pseudoautosomal
MYL1	BIALLELIC, autosomal or pseudoautosomal
NEXN	BIALLELIC, autosomal or pseudoautosomal
NEXN	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal
NEXN	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
NPRL2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
NPRL2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
NPRL3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
NPRL3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
ORAI1	BIALLELIC, autosomal or pseudoautosomal
ORAI1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
ORAI1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
POC5	BIALLELIC, autosomal or pseudoautosomal
PPP1R13L	BIALLELIC, autosomal or pseudoautosomal
RNF170	BIALLELIC, autosomal or pseudoautosomal
RNF170	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SGCG	BIALLELIC, autosomal or pseudoautosomal
SLC29A3	BIALLELIC, autosomal or pseudoautosomal
SLC34A1	BIALLELIC, autosomal or pseudoautosomal
SLC34A1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
SLC34A1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
STAT3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
STAT3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
STXBP2	BIALLELIC, autosomal or pseudoautosomal
TCTEX1D2	BIALLELIC, autosomal or pseudoautosomal
UBA1	Other
UBA1	X-LINKED: hemizygous mutation in males, biallelic mutations in females
UBA1	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
UCHL1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
UCHL1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
VAC14	BIALLELIC, autosomal or pseudoautosomal
WNK1	BIALLELIC, autosomal or pseudoautosomal
WNK1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
WNK1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ADAM17	BIALLELIC, autosomal or pseudoautosomal
ADAMTS17	BIALLELIC, autosomal or pseudoautosomal
AGRN	BIALLELIC, autosomal or pseudoautosomal
ANAPC1	BIALLELIC, autosomal or pseudoautosomal
CBY1	BIALLELIC, autosomal or pseudoautosomal
CD46	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
CD59	BIALLELIC, autosomal or pseudoautosomal
CDAN1	BIALLELIC, autosomal or pseudoautosomal
CEP250	BIALLELIC, autosomal or pseudoautosomal
CEP78	BIALLELIC, autosomal or pseudoautosomal
CERS1	BIALLELIC, autosomal or pseudoautosomal
CHAT	BIALLELIC, autosomal or pseudoautosomal
CHRNA3	BIALLELIC, autosomal or pseudoautosomal
CNTN2	BIALLELIC, autosomal or pseudoautosomal
COLQ	BIALLELIC, autosomal or pseudoautosomal
CTLA4	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
CTLA4	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
CYBB	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
DLG5	BIALLELIC, autosomal or pseudoautosomal
DLG5	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
EFL1	BIALLELIC, autosomal or pseudoautosomal
ELP1	BIALLELIC, autosomal or pseudoautosomal
ELP1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
FERMT1	BIALLELIC, autosomal or pseudoautosomal
FN1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
FN1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
FXR1	BIALLELIC, autosomal or pseudoautosomal
GABRB1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
GOLGA2	BIALLELIC, autosomal or pseudoautosomal
GSC	BIALLELIC, autosomal or pseudoautosomal
HBA1	BIALLELIC, autosomal or pseudoautosomal
HBA1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
HBA2	BIALLELIC, autosomal or pseudoautosomal
HBA2	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
HPS4	BIALLELIC, autosomal or pseudoautosomal
HPS6	BIALLELIC, autosomal or pseudoautosomal
HYAL2	BIALLELIC, autosomal or pseudoautosomal
ICOS	BIALLELIC, autosomal or pseudoautosomal
IL2RA	BIALLELIC, autosomal or pseudoautosomal
KCNC2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
KCNJ16	BIALLELIC, autosomal or pseudoautosomal
KLHL24	BIALLELIC, autosomal or pseudoautosomal
KLHL24	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
KLHL24	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
KLHL41	BIALLELIC, autosomal or pseudoautosomal
LIFR	BIALLELIC, autosomal or pseudoautosomal
LIFR	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
MAX	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
MECOM	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
MECOM	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
MYH2	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
MYO9A	BIALLELIC, autosomal or pseudoautosomal
MYOCD	BIALLELIC, autosomal or pseudoautosomal
MYOCD	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
MYOD1	BIALLELIC, autosomal or pseudoautosomal
NADSYN1	BIALLELIC, autosomal or pseudoautosomal
NLRP12	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
NLRP12	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
NUP133	BIALLELIC, autosomal or pseudoautosomal
PKLR	BIALLELIC, autosomal or pseudoautosomal
PLCB4	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
PLCB4	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
PNPLA1	BIALLELIC, autosomal or pseudoautosomal
PRIM1	BIALLELIC, autosomal or pseudoautosomal
PSKH1	BIALLELIC, autosomal or pseudoautosomal
PXDN	BIALLELIC, autosomal or pseudoautosomal
RRAGD	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
RRAS2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
RRAS2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SERPINI1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
SLC18A3	BIALLELIC, autosomal or pseudoautosomal
SMPX	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
ST14	BIALLELIC, autosomal or pseudoautosomal
TBK1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
TBK1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TBK1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TNNI2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TNNT1	BIALLELIC, autosomal or pseudoautosomal
TNNT1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
TOGARAM1	BIALLELIC, autosomal or pseudoautosomal
TP53RK	BIALLELIC, autosomal or pseudoautosomal
TRDN	BIALLELIC, autosomal or pseudoautosomal
TUBB4B	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
UNC45B	BIALLELIC, autosomal or pseudoautosomal
VPS13D	BIALLELIC, autosomal or pseudoautosomal
WAS	X-LINKED: hemizygous mutation in males, biallelic mutations in females
WAS	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
YRDC	BIALLELIC, autosomal or pseudoautosomal
TRIM32	BIALLELIC, autosomal or pseudoautosomal
KIT	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal
KIT	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
KIT	Unknown
SCN9A	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
SCN9A	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SLC6A5	BIALLELIC, autosomal or pseudoautosomal
SLC6A5	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
TP63	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TP63	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TSEN15	BIALLELIC, autosomal or pseudoautosomal
TTBK2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
AIPL1	BIALLELIC, autosomal or pseudoautosomal
AIPL1	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal
AKT1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
AKT1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
AKT1	Unknown
BTK	X-LINKED: hemizygous mutation in males, biallelic mutations in females
BTK	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
C2ORF71	BIALLELIC, autosomal or pseudoautosomal
CIB2	BIALLELIC, autosomal or pseudoautosomal
CLCN7	BIALLELIC, autosomal or pseudoautosomal
CLCN7	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
CLCN7	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
CRB1	BIALLELIC, autosomal or pseudoautosomal
CRX	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
HEATR5B	BIALLELIC, autosomal or pseudoautosomal
LRAT	BIALLELIC, autosomal or pseudoautosomal
PDYN	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
PDYN	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
POC1B	BIALLELIC, autosomal or pseudoautosomal
PRKCG	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
PRKCG	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
RPE65	BIALLELIC, autosomal or pseudoautosomal
RPE65	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
RPGRIP1	BIALLELIC, autosomal or pseudoautosomal
RYR2	BIALLELIC, autosomal or pseudoautosomal
RYR2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
RYR2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
RYR3	BIALLELIC, autosomal or pseudoautosomal
RYR3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
RYR3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SOX17	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SOX17	Unknown
STUB1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
TRIP13	BIALLELIC, autosomal or pseudoautosomal
ANO3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
AP5Z1	BIALLELIC, autosomal or pseudoautosomal
AR	Other
AR	X-LINKED: hemizygous mutation in males, biallelic mutations in females
ATCAY	BIALLELIC, autosomal or pseudoautosomal
BMPR1B	BIALLELIC, autosomal or pseudoautosomal
BMPR1B	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
BMPR1B	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
CACNA1F	X-LINKED: hemizygous mutation in males, biallelic mutations in females
CACNA1F	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
CHM	X-LINKED: hemizygous mutation in males, biallelic mutations in females
CHM	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
EGR2	BIALLELIC, autosomal or pseudoautosomal
EGR2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
EGR2	Unknown
FAM161A	BIALLELIC, autosomal or pseudoautosomal
FANCM	BIALLELIC, autosomal or pseudoautosomal
FBLN5	BIALLELIC, autosomal or pseudoautosomal
FBLN5	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
FBLN5	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
GDF6	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
GDF6	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
GDF6	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
GLE1	BIALLELIC, autosomal or pseudoautosomal
GRM6	BIALLELIC, autosomal or pseudoautosomal
HOXD13	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
HOXD13	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
IGF2	MONOALLELIC, autosomal or pseudoautosomal, maternally imprinted (paternal allele expressed)
IGF2	Other - please specify in evaluation comments
JAK3	BIALLELIC, autosomal or pseudoautosomal
