gene_symbol	panel_id	panel_name
COG6	25	Childhood onset dystonia, chorea or related movement disorder
COG6	285	Childhood onset leukodystrophy
COG6	402	Congenital disorders of glycosylation
COG6	478	Early onset or syndromic epilepsy
COG6	486	Fetal anomalies
COG6	488	Hereditary ataxia and cerebellar anomalies - childhood onset
COG6	490	Hypotonic infant
COG6	496	Intellectual disability
COG6	847	Paediatric disorders
COG6	1220	Unexplained death in infancy and sudden unexplained death in childhood
COG8	25	Childhood onset dystonia, chorea or related movement disorder
COG8	285	Childhood onset leukodystrophy
COG8	402	Congenital disorders of glycosylation
COG8	478	Early onset or syndromic epilepsy
COG8	486	Fetal anomalies
COG8	488	Hereditary ataxia and cerebellar anomalies - childhood onset
COG8	490	Hypotonic infant
COG8	496	Intellectual disability
COG8	847	Paediatric disorders
COG8	1220	Unexplained death in infancy and sudden unexplained death in childhood
COQ4	285	Childhood onset dystonia, chorea or related movement disorder
COQ4	307	Childhood onset leukodystrophy
COQ4	402	Early onset or syndromic epilepsy
COQ4	478	Fetal anomalies
COQ4	486	Hereditary ataxia and cerebellar anomalies - childhood onset
COQ4	488	Hypotonic infant
COQ4	490	Intellectual disability
COQ4	496	Paediatric disorders
COQ4	847	Retinal disorders
COQ4	1220	Unexplained death in infancy and sudden unexplained death in childhood
CTSD	249	Childhood onset dystonia, chorea or related movement disorder
CTSD	285	Childhood onset leukodystrophy
CTSD	307	Early onset or syndromic epilepsy
CTSD	402	Fetal anomalies
CTSD	478	Glaucoma (developmental)
CTSD	486	Hypotonic infant
CTSD	490	Intellectual disability
CTSD	496	Paediatric disorders
CTSD	847	Retinal disorders
CTSD	1220	Unexplained death in infancy and sudden unexplained death in childhood
DARS	42	Childhood onset dystonia, chorea or related movement disorder
DARS	165	Childhood onset hereditary spastic paraplegia
DARS	285	Childhood onset leukodystrophy
DARS	478	Fetal anomalies
DARS	486	Hereditary spastic paraplegia
DARS	490	Hypotonic infant
DARS	496	Inherited white matter disorders
DARS	568	Intellectual disability
DARS	847	Paediatric disorders
DARS	1220	Unexplained death in infancy and sudden unexplained death in childhood
DDHD2	20	Childhood onset dystonia, chorea or related movement disorder
DDHD2	165	Childhood onset hereditary spastic paraplegia
DDHD2	285	Childhood onset leukodystrophy
DDHD2	478	Fetal anomalies
DDHD2	486	Hereditary ataxia
DDHD2	488	Hereditary ataxia and cerebellar anomalies - childhood onset
DDHD2	490	Hereditary spastic paraplegia
DDHD2	496	Hypotonic infant
DDHD2	568	Intellectual disability
DDHD2	847	Paediatric disorders
DHRSX	25	Childhood onset leukodystrophy
DHRSX	126	Congenital disorders of glycosylation
DHRSX	285	Early onset or syndromic epilepsy
DHRSX	402	Fetal anomalies
DHRSX	478	Hereditary ataxia and cerebellar anomalies - childhood onset
DHRSX	486	Hypotonic infant
DHRSX	488	Intellectual disability
DHRSX	490	Monogenic hearing loss
DHRSX	496	Paediatric disorders
DHRSX	1220	Unexplained death in infancy and sudden unexplained death in childhood
DNAJC19	20	Childhood onset dystonia, chorea or related movement disorder
DNAJC19	285	Childhood onset leukodystrophy
DNAJC19	478	Fetal anomalies
DNAJC19	486	Hereditary ataxia
DNAJC19	488	Hereditary ataxia and cerebellar anomalies - childhood onset
DNAJC19	490	Hypotonic infant
DNAJC19	496	Intellectual disability
DNAJC19	749	Paediatric disorders
DNAJC19	847	Paediatric or syndromic cardiomyopathy
DNAJC19	1220	Unexplained death in infancy and sudden unexplained death in childhood
DPM3	25	Childhood onset dystonia, chorea or related movement disorder
DPM3	207	Childhood onset leukodystrophy
DPM3	285	Congenital disorders of glycosylation
DPM3	478	Congenital muscular dystrophy
DPM3	486	Fetal anomalies
DPM3	488	Hereditary ataxia and cerebellar anomalies - childhood onset
DPM3	490	Hypotonic infant
DPM3	496	Intellectual disability
DPM3	847	Paediatric disorders
DPM3	1220	Unexplained death in infancy and sudden unexplained death in childhood
EARS2	42	Childhood onset dystonia, chorea or related movement disorder
EARS2	192	Childhood onset leukodystrophy
EARS2	285	Early onset dystonia
EARS2	402	Early onset or syndromic epilepsy
EARS2	478	Fetal anomalies
EARS2	486	Hypotonic infant
EARS2	490	Inherited white matter disorders
EARS2	496	Intellectual disability
EARS2	847	Paediatric disorders
EARS2	1220	Unexplained death in infancy and sudden unexplained death in childhood
EIF2B5	20	Childhood onset dystonia, chorea or related movement disorder
EIF2B5	42	Childhood onset leukodystrophy
EIF2B5	155	Early onset or syndromic epilepsy
EIF2B5	165	Hereditary ataxia
EIF2B5	402	Hereditary ataxia and cerebellar anomalies - childhood onset
EIF2B5	486	Hereditary spastic paraplegia
EIF2B5	488	Inherited white matter disorders
EIF2B5	496	Paediatric disorders
EIF2B5	847	Primary ovarian insufficiency
EIF2B5	1220	Unexplained death in infancy and sudden unexplained death in childhood
ELOVL4	20	Childhood onset dystonia, chorea or related movement disorder
ELOVL4	249	Childhood onset leukodystrophy
ELOVL4	285	Fetal anomalies
ELOVL4	307	Glaucoma (developmental)
ELOVL4	478	Hereditary ataxia
ELOVL4	486	Hereditary ataxia and cerebellar anomalies - childhood onset
ELOVL4	488	Hypotonic infant
ELOVL4	490	Intellectual disability
ELOVL4	496	Paediatric disorders
ELOVL4	847	Retinal disorders
EPM2A	20	Childhood onset dystonia, chorea or related movement disorder
EPM2A	265	Childhood onset leukodystrophy
EPM2A	285	Early onset dementia (encompassing fronto-temporal dementia and prion disease)
EPM2A	402	Early onset or syndromic epilepsy
EPM2A	486	Hereditary ataxia
EPM2A	488	Hereditary ataxia and cerebellar anomalies - childhood onset
EPM2A	490	Hypotonic infant
EPM2A	496	Intellectual disability
EPM2A	847	Paediatric disorders
EPM2A	1220	Unexplained death in infancy and sudden unexplained death in childhood
FARS2	165	Childhood onset dystonia, chorea or related movement disorder
FARS2	285	Childhood onset hereditary spastic paraplegia
FARS2	402	Childhood onset leukodystrophy
FARS2	478	Early onset or syndromic epilepsy
FARS2	486	Fetal anomalies
FARS2	490	Hereditary spastic paraplegia
FARS2	496	Hypotonic infant
FARS2	568	Intellectual disability
FARS2	847	Paediatric disorders
FARS2	1220	Unexplained death in infancy and sudden unexplained death in childhood
FIG4	85	Amyotrophic lateral sclerosis/motor neuron disease
FIG4	247	Childhood onset leukodystrophy
FIG4	263	Early onset or syndromic epilepsy
FIG4	285	Fetal anomalies
FIG4	402	Hereditary neuropathy
FIG4	478	Hypotonic infant
FIG4	486	Intellectual disability
FIG4	490	Paediatric disorders
FIG4	496	Radial dysplasia
FIG4	1220	Unexplained death in infancy and sudden unexplained death in childhood
FOXRED1	192	Childhood onset dystonia, chorea or related movement disorder
FOXRED1	285	Childhood onset leukodystrophy
FOXRED1	402	Early onset dystonia
FOXRED1	478	Early onset or syndromic epilepsy
FOXRED1	486	Fetal anomalies
FOXRED1	490	Hypotonic infant
FOXRED1	496	Intellectual disability
FOXRED1	749	Paediatric disorders
FOXRED1	847	Paediatric or syndromic cardiomyopathy
FOXRED1	1220	Unexplained death in infancy and sudden unexplained death in childhood
GPAA1	20	Childhood onset dystonia, chorea or related movement disorder
GPAA1	285	Childhood onset leukodystrophy
GPAA1	402	Early onset or syndromic epilepsy
GPAA1	478	Fetal anomalies
GPAA1	486	Hereditary ataxia
GPAA1	488	Hereditary ataxia and cerebellar anomalies - childhood onset
GPAA1	490	Hypotonic infant
GPAA1	496	Intellectual disability
GPAA1	847	Paediatric disorders
GPAA1	1220	Unexplained death in infancy and sudden unexplained death in childhood
GUSB	126	Childhood onset dystonia, chorea or related movement disorder
GUSB	144	Childhood onset leukodystrophy
GUSB	285	Fetal anomalies
GUSB	478	Fetal hydrops
GUSB	486	Hypotonic infant
GUSB	490	Intellectual disability
GUSB	496	Monogenic hearing loss
GUSB	749	Paediatric disorders
GUSB	847	Paediatric or syndromic cardiomyopathy
GUSB	1220	Unexplained death in infancy and sudden unexplained death in childhood
HEXB	20	Childhood onset dystonia, chorea or related movement disorder
HEXB	285	Childhood onset leukodystrophy
HEXB	402	Early onset or syndromic epilepsy
HEXB	478	Fetal anomalies
HEXB	486	Hereditary ataxia
HEXB	488	Hereditary ataxia and cerebellar anomalies - childhood onset
HEXB	490	Hypotonic infant
HEXB	496	Intellectual disability
HEXB	847	Paediatric disorders
HEXB	1220	Unexplained death in infancy and sudden unexplained death in childhood
HMBS	42	Bilateral congenital or childhood onset cataracts
HMBS	85	Childhood onset dystonia, chorea or related movement disorder
HMBS	230	Childhood onset hereditary spastic paraplegia
HMBS	486	Childhood onset leukodystrophy
HMBS	488	Hereditary ataxia and cerebellar anomalies - childhood onset
HMBS	490	Hereditary neuropathy
HMBS	496	Hypotonic infant
HMBS	568	Inherited white matter disorders
HMBS	847	Paediatric disorders
HMBS	1220	Unexplained death in infancy and sudden unexplained death in childhood
HPRT1	192	Childhood onset dystonia, chorea or related movement disorder
HPRT1	285	Childhood onset leukodystrophy
HPRT1	402	Early onset dystonia
HPRT1	478	Early onset or syndromic epilepsy
HPRT1	486	Fetal anomalies
HPRT1	490	Hypotonic infant
HPRT1	496	Intellectual disability
HPRT1	678	Paediatric disorders
HPRT1	847	Unexplained death in infancy and sudden unexplained death in childhood
HPRT1	1220	Unexplained young onset end-stage renal disease
MCOLN1	42	Childhood onset dystonia, chorea or related movement disorder
MCOLN1	192	Childhood onset leukodystrophy
MCOLN1	285	Early onset dystonia
MCOLN1	307	Fetal anomalies
MCOLN1	478	Hypotonic infant
MCOLN1	486	Inherited white matter disorders
MCOLN1	490	Intellectual disability
MCOLN1	496	Paediatric disorders
MCOLN1	847	Retinal disorders
MCOLN1	1220	Unexplained death in infancy and sudden unexplained death in childhood
NDUFA1	180	Childhood onset dystonia, chorea or related movement disorder
NDUFA1	285	Childhood onset leukodystrophy
NDUFA1	402	Early onset or syndromic epilepsy
NDUFA1	478	Fetal anomalies
NDUFA1	486	Hypotonic infant
NDUFA1	490	Intellectual disability
NDUFA1	496	Paediatric disorders
NDUFA1	749	Paediatric or syndromic cardiomyopathy
NDUFA1	847	Structural basal ganglia disorders
NDUFA1	1220	Unexplained death in infancy and sudden unexplained death in childhood
NDUFA2	42	Childhood onset dystonia, chorea or related movement disorder
NDUFA2	180	Childhood onset leukodystrophy
NDUFA2	285	Early onset or syndromic epilepsy
NDUFA2	402	Hypotonic infant
NDUFA2	486	Inherited white matter disorders
NDUFA2	490	Intellectual disability
NDUFA2	496	Paediatric disorders
NDUFA2	749	Paediatric or syndromic cardiomyopathy
NDUFA2	847	Structural basal ganglia disorders
NDUFA2	1220	Unexplained death in infancy and sudden unexplained death in childhood
NHLRC1	20	Childhood onset dystonia, chorea or related movement disorder
NHLRC1	265	Childhood onset leukodystrophy
NHLRC1	285	Early onset dementia (encompassing fronto-temporal dementia and prion disease)
NHLRC1	402	Early onset or syndromic epilepsy
NHLRC1	486	Hereditary ataxia
NHLRC1	488	Hereditary ataxia and cerebellar anomalies - childhood onset
NHLRC1	490	Hypotonic infant
NHLRC1	496	Intellectual disability
NHLRC1	847	Paediatric disorders
NHLRC1	1220	Unexplained death in infancy and sudden unexplained death in childhood
PET100	126	Childhood onset dystonia, chorea or related movement disorder
PET100	285	Childhood onset leukodystrophy
PET100	402	Early onset or syndromic epilepsy
PET100	478	Fetal anomalies
PET100	486	Hypotonic infant
PET100	490	Intellectual disability
PET100	496	Monogenic hearing loss
PET100	749	Paediatric disorders
PET100	847	Paediatric or syndromic cardiomyopathy
PET100	1220	Unexplained death in infancy and sudden unexplained death in childhood
PIGV	25	Childhood onset dystonia, chorea or related movement disorder
PIGV	101	Childhood onset leukodystrophy
PIGV	285	Congenital disorders of glycosylation
PIGV	478	Fetal anomalies
PIGV	486	Hereditary ataxia and cerebellar anomalies - childhood onset
PIGV	488	Hypotonic infant
PIGV	490	Intellectual disability
PIGV	496	Paediatric disorders
PIGV	847	Unexplained death in infancy and sudden unexplained death in childhood
PIGV	1220	VACTERL-like phenotypes
PRPS1	85	Childhood onset dystonia, chorea or related movement disorder
PRPS1	126	Childhood onset leukodystrophy
PRPS1	285	Fetal anomalies
PRPS1	307	Hereditary neuropathy
PRPS1	478	Hypotonic infant
PRPS1	486	Intellectual disability
PRPS1	490	Monogenic hearing loss
PRPS1	496	Paediatric disorders
PRPS1	847	Retinal disorders
PRPS1	1220	Unexplained death in infancy and sudden unexplained death in childhood
SCO2	42	Childhood onset dystonia, chorea or related movement disorder
SCO2	285	Childhood onset leukodystrophy
SCO2	402	Early onset or syndromic epilepsy
SCO2	478	Fetal anomalies
SCO2	486	Hypotonic infant
SCO2	490	Inherited white matter disorders
SCO2	496	Intellectual disability
SCO2	749	Paediatric disorders
SCO2	847	Paediatric or syndromic cardiomyopathy
SCO2	1220	Unexplained death in infancy and sudden unexplained death in childhood
SKIV2L	176	Childhood onset dystonia, chorea or related movement disorder
SKIV2L	285	Childhood onset leukodystrophy
SKIV2L	398	Fetal anomalies
SKIV2L	478	Hypotonic infant
SKIV2L	486	Infantile enterocolitis & monogenic inflammatory bowel disease
SKIV2L	490	Intellectual disability
SKIV2L	496	Intestinal failure or congenital diarrhoea
SKIV2L	514	Paediatric disorders
SKIV2L	847	Primary immunodeficiency or monogenic inflammatory bowel disease
SKIV2L	1220	Unexplained death in infancy and sudden unexplained death in childhood
SLC37A4	25	Childhood onset dystonia, chorea or related movement disorder
SLC37A4	176	Childhood onset leukodystrophy
SLC37A4	398	Congenital disorders of glycosylation
SLC37A4	478	Fetal anomalies
SLC37A4	486	Hereditary ataxia and cerebellar anomalies - childhood onset
SLC37A4	488	Hypotonic infant
SLC37A4	490	Infantile enterocolitis & monogenic inflammatory bowel disease
SLC37A4	496	Paediatric disorders
SLC37A4	847	Primary immunodeficiency or monogenic inflammatory bowel disease
SLC37A4	1220	Unexplained death in infancy and sudden unexplained death in childhood
SLC9A6	20	Childhood onset dystonia, chorea or related movement disorder
SLC9A6	285	Childhood onset leukodystrophy
SLC9A6	402	Early onset or syndromic epilepsy
SLC9A6	478	Fetal anomalies
SLC9A6	486	Hereditary ataxia
SLC9A6	488	Hereditary ataxia and cerebellar anomalies - childhood onset
SLC9A6	490	Hypotonic infant
SLC9A6	496	Intellectual disability
SLC9A6	847	Paediatric disorders
SLC9A6	1220	Unexplained death in infancy and sudden unexplained death in childhood
ST3GAL3	25	Childhood onset dystonia, chorea or related movement disorder
ST3GAL3	285	Childhood onset leukodystrophy
ST3GAL3	402	Congenital disorders of glycosylation
ST3GAL3	478	Early onset or syndromic epilepsy
ST3GAL3	486	Fetal anomalies
ST3GAL3	488	Hereditary ataxia and cerebellar anomalies - childhood onset
ST3GAL3	490	Hypotonic infant
ST3GAL3	496	Intellectual disability
ST3GAL3	847	Paediatric disorders
ST3GAL3	1220	Unexplained death in infancy and sudden unexplained death in childhood
SUMF1	42	Childhood onset dystonia, chorea or related movement disorder
SUMF1	144	Childhood onset leukodystrophy
SUMF1	285	Fetal anomalies
SUMF1	307	Fetal hydrops
SUMF1	478	Hypotonic infant
SUMF1	486	Inherited white matter disorders
SUMF1	490	Intellectual disability
SUMF1	496	Paediatric disorders
SUMF1	847	Retinal disorders
SUMF1	1220	Unexplained death in infancy and sudden unexplained death in childhood
TANGO2	285	Childhood onset dystonia, chorea or related movement disorder
TANGO2	402	Childhood onset leukodystrophy
TANGO2	478	Early onset or syndromic epilepsy
TANGO2	486	Fetal anomalies
TANGO2	488	Hereditary ataxia and cerebellar anomalies - childhood onset
TANGO2	490	Hypotonic infant
TANGO2	496	Intellectual disability
TANGO2	749	Paediatric disorders
TANGO2	847	Paediatric or syndromic cardiomyopathy
TANGO2	1220	Unexplained death in infancy and sudden unexplained death in childhood
ZEB2	165	Childhood onset hereditary spastic paraplegia
ZEB2	285	Childhood onset leukodystrophy
ZEB2	402	Early onset or syndromic epilepsy
ZEB2	478	Fetal anomalies
ZEB2	486	Hereditary spastic paraplegia
ZEB2	490	Hypotonic infant
ZEB2	496	Intellectual disability
ZEB2	568	Paediatric disorders
ZEB2	1217	Paediatric pseudo-obstruction syndrome
ZEB2	1220	Unexplained death in infancy and sudden unexplained death in childhood
AAAS	20	Childhood onset dystonia, chorea or related movement disorder
AAAS	145	Childhood onset leukodystrophy
AAAS	285	Congenital adrenal hypoplasia
AAAS	478	Fetal anomalies
AAAS	486	Hereditary ataxia
AAAS	488	Hereditary ataxia and cerebellar anomalies - childhood onset
AAAS	490	Hypotonic infant
AAAS	496	Intellectual disability
AAAS	847	Paediatric disorders
ASL	285	Childhood onset dystonia, chorea or related movement disorder
